image_name,class,x,y,w,h
BloodImage_00057.jpg,RBC,0.6995,0.3647,0.2781,0.3042
BloodImage_00057.jpg,RBC,0.8148,0.2524,0.3107,0.3776
BloodImage_00057.jpg,RBC,0.0914,0.7979,0.3107,0.3776
BloodImage_00057.jpg,RBC,0.4316,0.7711,0.2988,0.3182
BloodImage_00057.jpg,RBC,0.5016,0.1433,0.287,0.3497
BloodImage_00057.jpg,WBC,0.3831,0.3059,0.4497,0.5035
BloodImage_00057.jpg,Platelets,0.9014,0.908,0.1065,0.1364
BloodImage_00057.jpg,Platelets,0.8442,0.8995,0.1065,0.1364
BloodImage_00057.jpg,RBC,0.5859,0.7294,0.2751,0.3497
BloodImage_00057.jpg,RBC,0.7258,0.7273,0.2751,0.3497
BloodImage_00058.jpg,RBC,0.4094,0.5829,0.3343,0.3462
BloodImage_00058.jpg,RBC,0.0715,0.6513,0.2604,0.3671
BloodImage_00058.jpg,RBC,0.3935,0.831,0.2633,0.3671
BloodImage_00058.jpg,RBC,0.899,0.7647,0.3462,0.451
BloodImage_00058.jpg,RBC,0.8275,0.2684,0.3343,0.3462
BloodImage_00058.jpg,RBC,0.1169,0.216,0.3994,0.4755
BloodImage_00058.jpg,RBC,0.2337,0.5925,0.2426,0.3357
BloodImage_00058.jpg,RBC,0.3855,0.3925,0.2751,0.2622
BloodImage_00058.jpg,WBC,0.4364,0.1455,0.3757,0.4476
BloodImage_00058.jpg,Platelets,0.5588,0.9861,0.1272,0.1329
BloodImage_00059.jpg,RBC,0.7393,0.5059,0.355,0.3182
BloodImage_00059.jpg,RBC,0.5437,0.6727,0.355,0.3182
BloodImage_00059.jpg,RBC,0.2798,0.8802,0.355,0.3182
BloodImage_00059.jpg,RBC,0.1383,0.6984,0.355,0.3182
BloodImage_00059.jpg,RBC,0.1701,0.3005,0.355,0.3182
BloodImage_00059.jpg,RBC,0.3307,0.169,0.284,0.3007
BloodImage_00059.jpg,RBC,0.7393,0.2032,0.3314,0.3217
BloodImage_00059.jpg,RBC,0.4515,0.7829,0.3314,0.3776
BloodImage_00059.jpg,RBC,0.2623,0.4963,0.3314,0.3776
BloodImage_00059.jpg,RBC,0.5445,0.2299,0.2929,0.3671
BloodImage_00059.jpg,RBC,0.1542,0.0888,0.284,0.2832
BloodImage_00059.jpg,RBC,0.899,0.9583,0.3166,0.2238
BloodImage_00059.jpg,WBC,0.4269,0.5037,0.3521,0.4371
BloodImage_00062.jpg,RBC,0.3211,0.4428,0.3669,0.3217
BloodImage_00062.jpg,RBC,0.6447,0.7027,0.2692,0.3182
BloodImage_00062.jpg,RBC,0.7854,0.7701,0.3846,0.4056
BloodImage_00062.jpg,RBC,0.9141,0.5979,0.3195,0.3392
BloodImage_00062.jpg,RBC,0.7313,0.4428,0.4024,0.3776
BloodImage_00062.jpg,RBC,0.7234,0.2246,0.2781,0.3427
BloodImage_00062.jpg,RBC,0.6661,0.1059,0.2781,0.3392
BloodImage_00062.jpg,RBC,0.9428,0.2075,0.2781,0.3427
BloodImage_00062.jpg,RBC,0.3649,0.1005,0.3343,0.3217
BloodImage_00062.jpg,RBC,0.1757,0.0781,0.2929,0.2483
BloodImage_00062.jpg,RBC,0.0533,0.1561,0.1923,0.3357
BloodImage_00062.jpg,WBC,0.2703,0.7059,0.4675,0.4825
BloodImage_00062.jpg,Platelets,0.4523,0.2193,0.1213,0.1573
BloodImage_00063.jpg,RBC,0.1105,0.508,0.287,0.3531
BloodImage_00063.jpg,RBC,0.3855,0.3027,0.287,0.3531
BloodImage_00063.jpg,RBC,0.9404,0.6,0.287,0.3531
BloodImage_00063.jpg,RBC,0.7782,0.3989,0.3462,0.3671
BloodImage_00063.jpg,RBC,0.4078,0.539,0.2751,0.3427
BloodImage_00063.jpg,RBC,0.2576,0.0877,0.2604,0.2797
BloodImage_00063.jpg,RBC,0.3386,0.8802,0.2604,0.2832
BloodImage_00063.jpg,RBC,0.1598,0.2727,0.3698,0.3462
BloodImage_00063.jpg,RBC,0.6884,0.2321,0.2959,0.3322
BloodImage_00063.jpg,WBC,0.6828,0.7615,0.3757,0.4266
BloodImage_00064.jpg,RBC,0.8609,0.5465,0.3994,0.3741
BloodImage_00064.jpg,RBC,0.6335,0.6214,0.2515,0.2972
BloodImage_00064.jpg,RBC,0.7051,0.8257,0.2988,0.3007
BloodImage_00064.jpg,RBC,0.4499,0.4171,0.3018,0.3147
BloodImage_00064.jpg,RBC,0.7424,0.0973,0.3018,0.3112
BloodImage_00064.jpg,RBC,0.4054,0.1925,0.3018,0.3147
BloodImage_00064.jpg,RBC,0.4277,0.7722,0.3018,0.3147
BloodImage_00064.jpg,RBC,0.8895,0.7561,0.3107,0.3182
BloodImage_00064.jpg,RBC,0.8776,0.9476,0.3018,0.2587
BloodImage_00064.jpg,RBC,0.0684,0.5733,0.2485,0.2797
BloodImage_00064.jpg,WBC,0.159,0.3979,0.426,0.3986
BloodImage_00065.jpg,RBC,0.3434,0.4995,0.2959,0.3741
BloodImage_00065.jpg,RBC,0.132,0.3861,0.2959,0.3741
BloodImage_00065.jpg,RBC,0.9515,0.4513,0.2456,0.4266
BloodImage_00065.jpg,RBC,0.4618,0.1326,0.2751,0.3147
BloodImage_00065.jpg,RBC,0.1017,0.0738,0.2781,0.2343
BloodImage_00065.jpg,WBC,0.5087,0.7134,0.3964,0.4091
BloodImage_00065.jpg,WBC,0.7488,0.354,0.3964,0.4091
BloodImage_00065.jpg,Platelets,0.818,0.677,0.1154,0.1294
BloodImage_00066.jpg,RBC,0.2266,0.1198,0.3047,0.3706
BloodImage_00066.jpg,RBC,0.2226,0.4374,0.284,0.3811
BloodImage_00066.jpg,RBC,0.8347,0.2182,0.3314,0.3357
BloodImage_00066.jpg,RBC,0.6884,0.7786,0.3314,0.3357
BloodImage_00066.jpg,RBC,0.225,0.8791,0.2574,0.3077
BloodImage_00066.jpg,RBC,0.0946,0.1668,0.2574,0.3077
BloodImage_00066.jpg,RBC,0.5286,0.7594,0.2574,0.3077
BloodImage_00066.jpg,RBC,0.9134,0.9465,0.3107,0.2483
BloodImage_00066.jpg,WBC,0.8045,0.5594,0.4201,0.472
BloodImage_00066.jpg,Platelets,0.7719,0.3316,0.1272,0.1329
BloodImage_00067.jpg,RBC,0.1192,0.1155,0.3254,0.3706
BloodImage_00067.jpg,RBC,0.31,0.262,0.3254,0.3741
BloodImage_00067.jpg,RBC,0.0795,0.8118,0.2899,0.3531
BloodImage_00067.jpg,RBC,0.4865,0.5134,0.3018,0.3636
BloodImage_00067.jpg,RBC,0.6645,0.2695,0.3018,0.3636
BloodImage_00067.jpg,RBC,0.9356,0.3914,0.3047,0.3636
BloodImage_00067.jpg,RBC,0.8688,0.6011,0.3047,0.3636
BloodImage_00067.jpg,RBC,0.725,0.5818,0.2604,0.2937
BloodImage_00067.jpg,RBC,0.7695,0.9572,0.2604,0.2273
BloodImage_00067.jpg,RBC,0.1002,0.3294,0.3018,0.3636
BloodImage_00067.jpg,RBC,0.2043,0.6257,0.2811,0.4231
BloodImage_00067.jpg,WBC,0.3251,0.8717,0.3994,0.4441
BloodImage_00068.jpg,RBC,0.4642,0.1604,0.3373,0.3636
BloodImage_00068.jpg,RBC,0.6963,0.4171,0.2959,0.3357
BloodImage_00068.jpg,RBC,0.8585,0.5947,0.3432,0.4196
BloodImage_00068.jpg,RBC,0.663,0.6824,0.3432,0.4196
BloodImage_00068.jpg,RBC,0.1447,0.4439,0.3373,0.2483
BloodImage_00068.jpg,RBC,0.5223,0.8717,0.2692,0.2972
BloodImage_00068.jpg,RBC,0.535,0.7305,0.2692,0.2972
BloodImage_00068.jpg,RBC,0.1184,0.9337,0.2692,0.2972
BloodImage_00068.jpg,RBC,0.9165,0.816,0.2692,0.2972
BloodImage_00068.jpg,WBC,0.0755,0.615,0.2751,0.4441
BloodImage_00068.jpg,Platelets,0.0556,0.2695,0.1183,0.1329
BloodImage_00068.jpg,Platelets,0.5978,0.2963,0.1006,0.1294
BloodImage_00068.jpg,Platelets,0.539,0.2749,0.1006,0.1294
BloodImage_00068.jpg,Platelets,0.6399,0.2321,0.1213,0.1364
BloodImage_00069.jpg,RBC,0.1041,0.6096,0.287,0.3497
BloodImage_00069.jpg,RBC,0.411,0.6888,0.287,0.3497
BloodImage_00069.jpg,RBC,0.6121,0.3979,0.355,0.3636
BloodImage_00069.jpg,RBC,0.5167,0.2299,0.3254,0.3531
BloodImage_00069.jpg,RBC,0.3521,0.093,0.3639,0.2972
BloodImage_00069.jpg,RBC,0.3879,0.4342,0.3195,0.3497
BloodImage_00069.jpg,RBC,0.7663,0.9187,0.3195,0.3531
BloodImage_00069.jpg,RBC,0.8442,0.5273,0.3195,0.3531
BloodImage_00069.jpg,RBC,0.8442,0.1219,0.2604,0.2867
BloodImage_00069.jpg,RBC,0.9046,0.3487,0.2604,0.2867
BloodImage_00069.jpg,RBC,0.0922,0.8128,0.3373,0.4126
BloodImage_00069.jpg,RBC,0.2671,0.7636,0.3373,0.3427
BloodImage_00069.jpg,WBC,0.6542,0.6898,0.4172,0.4371
BloodImage_00069.jpg,Platelets,0.5175,0.7647,0.1154,0.1084
BloodImage_00069.jpg,Platelets,0.725,0.462,0.1065,0.1259
BloodImage_00070.jpg,RBC,0.2798,0.9337,0.3373,0.2972
BloodImage_00070.jpg,RBC,0.3879,0.092,0.3373,0.2937
BloodImage_00070.jpg,RBC,0.8808,0.5947,0.3136,0.3357
BloodImage_00070.jpg,RBC,0.911,0.9241,0.3136,0.3357
BloodImage_00070.jpg,RBC,0.5668,0.4877,0.3402,0.3706
BloodImage_00070.jpg,RBC,0.244,0.1583,0.3402,0.3706
BloodImage_00070.jpg,RBC,0.163,0.3679,0.3402,0.3706
BloodImage_00070.jpg,RBC,0.1606,0.6941,0.3195,0.4301
BloodImage_00070.jpg,RBC,0.9332,0.7326,0.3136,0.3322
BloodImage_00070.jpg,RBC,0.7663,0.4011,0.3136,0.3322
BloodImage_00070.jpg,WBC,0.368,0.3091,0.3817,0.4301
BloodImage_00070.jpg,WBC,0.6725,0.8417,0.284,0.3182
BloodImage_00071.jpg,RBC,0.5779,0.8973,0.3757,0.3811
BloodImage_00071.jpg,RBC,0.8752,0.1529,0.3757,0.3811
BloodImage_00071.jpg,RBC,0.3378,0.5348,0.3107,0.3497
BloodImage_00071.jpg,RBC,0.2083,0.1251,0.3669,0.3531
BloodImage_00071.jpg,RBC,0.3712,0.3016,0.3107,0.3497
BloodImage_00071.jpg,RBC,0.217,0.7209,0.3225,0.3986
BloodImage_00071.jpg,RBC,0.8959,0.661,0.3225,0.3986
BloodImage_00071.jpg,RBC,0.2305,0.4075,0.3669,0.4371
BloodImage_00071.jpg,WBC,0.3808,0.8963,0.3935,0.4266
BloodImage_00072.jpg,RBC,0.4436,0.2257,0.4438,0.3462
BloodImage_00072.jpg,RBC,0.2623,0.5775,0.2899,0.3287
BloodImage_00072.jpg,RBC,0.8959,0.646,0.2751,0.4406
BloodImage_00072.jpg,WBC,0.3998,0.7444,0.3698,0.4196
BloodImage_00073.jpg,RBC,0.5119,0.9251,0.4083,0.3322
BloodImage_00073.jpg,RBC,0.7464,0.3594,0.3521,0.3287
BloodImage_00073.jpg,RBC,0.9483,0.4556,0.2574,0.3287
BloodImage_00073.jpg,RBC,0.5421,0.507,0.2722,0.3357
BloodImage_00073.jpg,RBC,0.3378,0.9262,0.2574,0.3287
BloodImage_00073.jpg,RBC,0.4197,0.707,0.2485,0.2972
BloodImage_00073.jpg,RBC,0.1328,0.0984,0.3521,0.3147
BloodImage_00073.jpg,RBC,0.252,0.5989,0.2811,0.3007
BloodImage_00073.jpg,RBC,0.942,0.6503,0.2811,0.3007
BloodImage_00073.jpg,RBC,0.9555,0.8428,0.2308,0.3007
BloodImage_00073.jpg,RBC,0.6431,0.5102,0.2337,0.2622
BloodImage_00073.jpg,WBC,0.4483,0.2417,0.4201,0.4476
BloodImage_00073.jpg,Platelets,0.442,0.446,0.0888,0.1014
BloodImage_00073.jpg,Platelets,0.8394,0.5016,0.0888,0.1014
BloodImage_00074.jpg,RBC,0.2091,0.7444,0.2633,0.3357
BloodImage_00074.jpg,RBC,0.5684,0.4952,0.3462,0.3601
BloodImage_00074.jpg,RBC,0.9483,0.5893,0.2574,0.3252
BloodImage_00074.jpg,RBC,0.8919,0.4139,0.3077,0.3601
BloodImage_00074.jpg,RBC,0.8776,0.1091,0.3136,0.3497
BloodImage_00074.jpg,RBC,0.8045,0.2406,0.3136,0.3531
BloodImage_00074.jpg,RBC,0.9332,0.2321,0.3136,0.3531
BloodImage_00074.jpg,RBC,0.7417,0.6214,0.3462,0.3601
BloodImage_00074.jpg,RBC,0.5938,0.9091,0.2633,0.3287
BloodImage_00074.jpg,RBC,0.8545,0.939,0.2751,0.2867
BloodImage_00074.jpg,RBC,0.7194,0.939,0.2751,0.2867
BloodImage_00074.jpg,RBC,0.0835,0.939,0.2751,0.2867
BloodImage_00074.jpg,RBC,0.3076,0.1626,0.2456,0.3706
BloodImage_00074.jpg,WBC,0.1081,0.1754,0.3669,0.5035
BloodImage_00074.jpg,Platelets,0.5636,0.1176,0.1391,0.1399
BloodImage_00075.jpg,RBC,0.4801,0.4727,0.3018,0.3776
BloodImage_00075.jpg,RBC,0.6296,0.5882,0.3018,0.3776
BloodImage_00075.jpg,RBC,0.4801,0.6545,0.3018,0.3776
BloodImage_00075.jpg,RBC,0.3164,0.4578,0.3018,0.3776
BloodImage_00075.jpg,RBC,0.7893,0.9016,0.3521,0.4091
BloodImage_00075.jpg,RBC,0.8919,0.6267,0.3077,0.3566
BloodImage_00075.jpg,RBC,0.9412,0.0856,0.284,0.2727
BloodImage_00075.jpg,RBC,0.1272,0.4727,0.3018,0.3776
BloodImage_00075.jpg,RBC,0.7965,0.6364,0.2604,0.3601
BloodImage_00075.jpg,RBC,0.0596,0.1412,0.216,0.4545
BloodImage_00075.jpg,WBC,0.3903,0.1283,0.4704,0.3776
BloodImage_00076.jpg,RBC,0.4269,0.616,0.3107,0.3147
BloodImage_00076.jpg,RBC,0.934,0.5198,0.3107,0.4126
BloodImage_00076.jpg,RBC,0.3514,0.3754,0.3728,0.2762
BloodImage_00076.jpg,RBC,0.4332,0.9059,0.3047,0.2832
BloodImage_00076.jpg,RBC,0.8021,0.1936,0.3047,0.2832
BloodImage_00076.jpg,RBC,0.5731,0.3754,0.3047,0.2832
BloodImage_00076.jpg,RBC,0.0755,0.8588,0.2751,0.3252
BloodImage_00076.jpg,RBC,0.2393,0.0845,0.287,0.2692
BloodImage_00076.jpg,RBC,0.2631,0.9348,0.287,0.2727
BloodImage_00076.jpg,RBC,0.9404,0.9422,0.287,0.2762
BloodImage_00076.jpg,RBC,0.6534,0.9187,0.2899,0.2762
BloodImage_00076.jpg,WBC,0.2456,0.6267,0.3343,0.4056
BloodImage_00077.jpg,RBC,0.0827,0.4503,0.2485,0.3322
BloodImage_00077.jpg,RBC,0.4682,0.5636,0.3047,0.4441
BloodImage_00077.jpg,RBC,0.8402,0.3989,0.3047,0.4441
BloodImage_00077.jpg,RBC,0.7496,0.8096,0.3284,0.4371
BloodImage_00077.jpg,RBC,0.6876,0.4396,0.2811,0.3531
BloodImage_00077.jpg,RBC,0.6971,0.1636,0.2811,0.3531
BloodImage_00077.jpg,RBC,0.07,0.7743,0.2544,0.3497
BloodImage_00077.jpg,RBC,0.9587,0.2588,0.2189,0.3497
BloodImage_00077.jpg,WBC,0.3482,0.3219,0.503,0.4091
BloodImage_00077.jpg,Platelets,0.4444,0.8171,0.1154,0.1259
BloodImage_00077.jpg,Platelets,0.7814,0.584,0.1154,0.1259
BloodImage_00078.jpg,RBC,0.7186,0.6332,0.3077,0.3427
BloodImage_00078.jpg,RBC,0.7186,0.7594,0.3077,0.3427
BloodImage_00078.jpg,RBC,0.9348,0.5091,0.3077,0.3427
BloodImage_00078.jpg,RBC,0.6113,0.0941,0.3107,0.3007
BloodImage_00078.jpg,RBC,0.1852,0.1989,0.3047,0.3916
BloodImage_00078.jpg,RBC,0.8013,0.1102,0.3077,0.3042
BloodImage_00078.jpg,RBC,0.7854,0.4257,0.3077,0.3776
BloodImage_00078.jpg,RBC,0.4833,0.4599,0.3077,0.3427
BloodImage_00078.jpg,RBC,0.0636,0.3551,0.2308,0.3497
BloodImage_00078.jpg,RBC,0.5588,0.8909,0.2988,0.3531
BloodImage_00078.jpg,RBC,0.6017,0.3048,0.2988,0.3531
BloodImage_00078.jpg,WBC,0.2774,0.8128,0.4882,0.4825
BloodImage_00078.jpg,Platelets,0.3037,0.2567,0.1065,0.1259
BloodImage_00078.jpg,Platelets,0.9833,0.8973,0.1213,0.1434
BloodImage_00079.jpg,RBC,0.8657,0.3465,0.3402,0.3916
BloodImage_00079.jpg,RBC,0.8625,0.584,0.3402,0.3916
BloodImage_00079.jpg,RBC,0.0859,0.8118,0.3136,0.3951
BloodImage_00079.jpg,RBC,0.7917,0.7893,0.3018,0.3287
BloodImage_00079.jpg,RBC,0.4452,0.2203,0.3018,0.3287
BloodImage_00079.jpg,RBC,0.062,0.0706,0.2249,0.2238
BloodImage_00079.jpg,RBC,0.5946,0.6663,0.3018,0.2692
BloodImage_00079.jpg,RBC,0.3068,0.6471,0.3018,0.2692
BloodImage_00079.jpg,RBC,0.4324,0.3989,0.3018,0.2692
BloodImage_00079.jpg,RBC,0.6216,0.0834,0.3018,0.2657
BloodImage_00079.jpg,RBC,0.376,0.8471,0.3047,0.3077
BloodImage_00079.jpg,RBC,0.2027,0.3144,0.3047,0.3077
BloodImage_00079.jpg,RBC,0.7194,0.3422,0.3166,0.3706
BloodImage_00079.jpg,RBC,0.6677,0.892,0.3491,0.3636
BloodImage_00079.jpg,RBC,0.4205,0.6781,0.2219,0.2517
BloodImage_00079.jpg,WBC,0.097,0.5508,0.355,0.4091
BloodImage_00079.jpg,Platelets,0.8665,0.6663,0.0769,0.0944
BloodImage_00081.jpg,RBC,0.6375,0.508,0.3254,0.2902
BloodImage_00081.jpg,RBC,0.4738,0.6578,0.3254,0.2902
BloodImage_00081.jpg,RBC,0.4626,0.4749,0.3077,0.3357
BloodImage_00081.jpg,RBC,0.4515,0.0952,0.3077,0.3042
BloodImage_00081.jpg,RBC,0.2504,0.1144,0.3166,0.3671
BloodImage_00081.jpg,RBC,0.5676,0.2374,0.3432,0.3566
BloodImage_00081.jpg,RBC,0.8839,0.1658,0.3373,0.3462
BloodImage_00081.jpg,RBC,0.0938,0.7166,0.3077,0.3357
BloodImage_00081.jpg,RBC,0.4165,0.8877,0.3077,0.3357
BloodImage_00081.jpg,RBC,0.8665,0.3123,0.3077,0.3357
BloodImage_00081.jpg,RBC,0.7599,0.0727,0.2012,0.2308
BloodImage_00081.jpg,RBC,0.0866,0.9465,0.2396,0.2622
BloodImage_00081.jpg,RBC,0.3052,0.6845,0.2544,0.2867
BloodImage_00081.jpg,RBC,0.2766,0.8995,0.2189,0.2692
BloodImage_00081.jpg,WBC,0.5978,0.8642,0.4438,0.4056
BloodImage_00081.jpg,Platelets,0.6033,0.6898,0.1272,0.1573
BloodImage_00081.jpg,Platelets,0.43,0.2342,0.1272,0.1573
BloodImage_00082.jpg,RBC,0.2424,0.2364,0.3521,0.3252
BloodImage_00082.jpg,RBC,0.0747,0.1519,0.2722,0.4895
BloodImage_00082.jpg,RBC,0.0994,0.9091,0.2811,0.3497
BloodImage_00082.jpg,RBC,0.5254,0.5947,0.3935,0.3846
BloodImage_00082.jpg,RBC,0.1065,0.554,0.3905,0.3846
BloodImage_00082.jpg,RBC,0.8641,0.7422,0.3935,0.3846
BloodImage_00082.jpg,RBC,0.7504,0.554,0.2959,0.3636
BloodImage_00082.jpg,RBC,0.7886,0.9155,0.2959,0.3636
BloodImage_00082.jpg,RBC,0.4356,0.3209,0.3432,0.3566
BloodImage_00082.jpg,RBC,0.2671,0.7358,0.3432,0.3566
BloodImage_00082.jpg,WBC,0.5064,0.846,0.3639,0.4231
BloodImage_00083.jpg,WBC,0.2886,0.7027,0.5355,0.514
BloodImage_00083.jpg,Platelets,0.7631,0.216,0.1065,0.1259
BloodImage_00083.jpg,Platelets,0.7242,0.0866,0.1568,0.1713
BloodImage_00083.jpg,Platelets,0.2909,0.9604,0.1065,0.1259
BloodImage_00083.jpg,RBC,0.9118,0.6834,0.3521,0.3671
BloodImage_00083.jpg,RBC,0.4269,0.4353,0.3521,0.3671
BloodImage_00083.jpg,RBC,0.4873,0.3668,0.3521,0.3671
BloodImage_00083.jpg,RBC,0.5874,0.4011,0.3521,0.3671
BloodImage_00083.jpg,RBC,0.6606,0.3904,0.3521,0.3671
BloodImage_00083.jpg,RBC,0.7289,0.4396,0.3521,0.3671
BloodImage_00083.jpg,RBC,0.7893,0.4567,0.3521,0.3671
BloodImage_00083.jpg,RBC,0.899,0.4053,0.3521,0.3671
BloodImage_00083.jpg,RBC,0.2742,0.1134,0.3521,0.3636
BloodImage_00083.jpg,RBC,0.4396,0.1134,0.3521,0.3636
BloodImage_00083.jpg,RBC,0.5588,0.1701,0.3521,0.3671
BloodImage_00083.jpg,RBC,0.0803,0.5283,0.2929,0.4545
BloodImage_00083.jpg,RBC,0.6645,0.939,0.355,0.2867
BloodImage_00086.jpg,WBC,0.2091,0.3968,0.358,0.4161
BloodImage_00086.jpg,Platelets,0.7472,0.1487,0.1183,0.1294
BloodImage_00086.jpg,Platelets,0.9126,0.8096,0.1183,0.1294
BloodImage_00086.jpg,Platelets,0.8442,0.9487,0.1183,0.1294
BloodImage_00086.jpg,Platelets,0.0318,0.4759,0.1124,0.1294
BloodImage_00086.jpg,RBC,0.7742,0.3262,0.3491,0.3462
BloodImage_00086.jpg,RBC,0.5787,0.6492,0.3491,0.3462
BloodImage_00086.jpg,RBC,0.5215,0.893,0.3491,0.3462
BloodImage_00086.jpg,RBC,0.0946,0.6278,0.3462,0.3462
BloodImage_00086.jpg,RBC,0.0946,0.7626,0.3462,0.3462
BloodImage_00086.jpg,RBC,0.1963,0.9668,0.2751,0.1958
BloodImage_00086.jpg,RBC,0.3919,0.2556,0.3284,0.451
BloodImage_00086.jpg,RBC,0.4547,0.4695,0.2781,0.3252
BloodImage_00086.jpg,RBC,0.6701,0.8118,0.2633,0.3671
BloodImage_00086.jpg,RBC,0.5421,0.4353,0.2781,0.3252
BloodImage_00087.jpg,RBC,0.8744,0.307,0.3254,0.3042
BloodImage_00087.jpg,RBC,0.7337,0.2856,0.3225,0.3182
BloodImage_00087.jpg,RBC,0.6486,0.5369,0.3373,0.3916
BloodImage_00087.jpg,RBC,0.6773,0.9262,0.3136,0.3287
BloodImage_00087.jpg,RBC,0.2862,0.1005,0.3136,0.3217
BloodImage_00087.jpg,RBC,0.5548,0.2834,0.3136,0.3252
BloodImage_00087.jpg,RBC,0.2893,0.8417,0.3136,0.3252
BloodImage_00087.jpg,WBC,0.3879,0.5904,0.3077,0.3706
BloodImage_00088.jpg,RBC,0.7552,0.5551,0.3669,0.4021
BloodImage_00088.jpg,RBC,0.4491,0.8866,0.3284,0.2972
BloodImage_00088.jpg,RBC,0.1423,0.1091,0.3284,0.3427
BloodImage_00088.jpg,RBC,0.2822,0.6096,0.3284,0.3427
BloodImage_00088.jpg,RBC,0.6717,0.3679,0.3284,0.3427
BloodImage_00088.jpg,RBC,0.0866,0.415,0.3166,0.3846
BloodImage_00088.jpg,RBC,0.4777,0.3679,0.3284,0.3427
BloodImage_00088.jpg,RBC,0.9245,0.2246,0.3284,0.3427
BloodImage_00088.jpg,RBC,0.7417,0.0845,0.2811,0.2692
BloodImage_00088.jpg,RBC,0.0739,0.7412,0.2692,0.3252
BloodImage_00088.jpg,WBC,0.5048,0.6364,0.3757,0.507
BloodImage_00088.jpg,Platelets,0.1184,0.8578,0.0799,0.0979
BloodImage_00088.jpg,Platelets,0.1431,0.9668,0.0769,0.1399
BloodImage_00089.jpg,RBC,0.4229,0.815,0.3254,0.2517
BloodImage_00089.jpg,RBC,0.6995,0.3904,0.3254,0.4021
BloodImage_00089.jpg,RBC,0.4833,0.3626,0.3254,0.4021
BloodImage_00089.jpg,RBC,0.8672,0.4642,0.3462,0.4056
BloodImage_00089.jpg,RBC,0.4157,0.1112,0.3402,0.3566
BloodImage_00089.jpg,RBC,0.1733,0.7155,0.2485,0.3392
BloodImage_00089.jpg,RBC,0.8275,0.9444,0.2692,0.2692
BloodImage_00089.jpg,RBC,0.5835,0.9444,0.3491,0.2692
BloodImage_00089.jpg,RBC,0.1232,0.2439,0.3047,0.3846
BloodImage_00089.jpg,RBC,0.0644,0.1775,0.2337,0.4406
BloodImage_00089.jpg,WBC,0.6017,0.6524,0.429,0.4825
BloodImage_00089.jpg,Platelets,0.5064,0.5027,0.0858,0.1259
BloodImage_00090.jpg,RBC,0.4674,0.4128,0.3787,0.3497
BloodImage_00090.jpg,RBC,0.465,0.0909,0.3284,0.2902
BloodImage_00090.jpg,RBC,0.3013,0.2567,0.3284,0.2937
BloodImage_00090.jpg,RBC,0.2011,0.2021,0.2751,0.2902
BloodImage_00090.jpg,RBC,0.8633,0.0856,0.284,0.2727
BloodImage_00090.jpg,RBC,0.2424,0.5241,0.2751,0.2937
BloodImage_00090.jpg,RBC,0.7226,0.9091,0.2751,0.2937
BloodImage_00090.jpg,RBC,0.8068,0.8898,0.2751,0.2937
BloodImage_00090.jpg,RBC,0.4428,0.8963,0.2751,0.2937
BloodImage_00090.jpg,RBC,0.8283,0.2877,0.2959,0.3811
BloodImage_00090.jpg,RBC,0.6836,0.0781,0.3077,0.2483
BloodImage_00090.jpg,RBC,0.1097,0.4396,0.2959,0.3531
BloodImage_00090.jpg,WBC,0.4785,0.6963,0.3609,0.4441
BloodImage_00090.jpg,Platelets,0.6693,0.1979,0.1124,0.1434
BloodImage_00090.jpg,Platelets,0.4467,0.2021,0.1124,0.1434
BloodImage_00091.jpg,RBC,0.3808,0.4,0.3225,0.3427
BloodImage_00091.jpg,RBC,0.5207,0.4364,0.3225,0.3427
BloodImage_00091.jpg,RBC,0.7703,0.5904,0.3225,0.3427
BloodImage_00091.jpg,RBC,0.9165,0.4321,0.3225,0.3427
BloodImage_00091.jpg,RBC,0.6033,0.6481,0.3225,0.3427
BloodImage_00091.jpg,RBC,0.5541,0.7572,0.3225,0.3427
BloodImage_00091.jpg,RBC,0.6383,0.1647,0.3225,0.3427
BloodImage_00091.jpg,RBC,0.8164,0.2995,0.3225,0.3427
BloodImage_00091.jpg,RBC,0.6113,0.9005,0.3225,0.3427
BloodImage_00091.jpg,WBC,0.4388,0.1262,0.3905,0.3916
BloodImage_00092.jpg,RBC,0.1025,0.7016,0.2988,0.3706
BloodImage_00092.jpg,RBC,0.0811,0.9134,0.2959,0.3706
BloodImage_00092.jpg,RBC,0.6256,0.8963,0.2988,0.3706
BloodImage_00092.jpg,RBC,0.539,0.9262,0.2663,0.3287
BloodImage_00092.jpg,RBC,0.601,0.631,0.2663,0.3287
BloodImage_00092.jpg,RBC,0.3816,0.1433,0.2485,0.4615
BloodImage_00092.jpg,RBC,0.8013,0.4267,0.2604,0.3741
BloodImage_00092.jpg,RBC,0.8569,0.4246,0.2604,0.3741
BloodImage_00092.jpg,RBC,0.9404,0.4471,0.287,0.3566
BloodImage_00092.jpg,RBC,0.9141,0.6824,0.3254,0.3636
BloodImage_00092.jpg,RBC,0.5636,0.4802,0.2633,0.2902
BloodImage_00092.jpg,RBC,0.9324,0.0802,0.3166,0.2552
BloodImage_00092.jpg,WBC,0.5525,0.2257,0.3876,0.4441
BloodImage_00092.jpg,Platelets,0.8021,0.7529,0.1154,0.1119
BloodImage_00093.jpg,RBC,0.8259,0.5433,0.3994,0.3776
BloodImage_00093.jpg,RBC,0.6534,0.7904,0.3195,0.3531
